optimizer_category,problem_type,optimizer_name,problem_name,best_result,best_step,used_budget,error_message,runtime,seed,efficiency
s,s,Tuneful,javagc,467.0,2.0,58.0,,,109,1.0
g,s,SA,LLVM,52285.4,53.0,67.0,,,109,1.6153846153846154
a,s,ParamILS,LLVM,52285.4,43.0,105.0,,,109,1.3846153846153846
a,s,HABO,LLVM,52285.4,1.0,290.0,,,109,0.15384615384615385
a,s,Hyperband,LLVM,59040.2,271.0,305.0,,,109,0.3076923076923077
s,s,BestConfig,LLVM,57987.6,70.0,290.0,,,109,5.0
g,s,CMAES,LLVM,52285.4,179.0,274.0,,,109,0.38461538461538464
g,s,PSO,LLVM,52285.4,122.0,282.0,,,109,1.2307692307692308
g,s,DE,LLVM,60182.0,14.0,290.0,,,109,1.0769230769230769
s,s,PromiseTune,LLVM,52285.4,85.0,290.0,,,109,1.0
g,s,HillClimbing,LLVM,52285.4,26.0,41.0,,,109,1.0
g,s,BO,LLVM,62171.0,13.0,290.0,,,109,1.0
s,s,ResTune,LLVM,59130.0,39.0,290.0,,,109,1.6923076923076923
a,s,BOHB,LLVM,54845.4,228.0,305.0,,,109,0.3076923076923077
s,s,OtterTune,LLVM,52285.4,218.0,290.0,,,109,1.0
g,s,ES,LLVM,52285.4,158.0,290.0,,,109,2.6153846153846154
s,s,Tuneful,LLVM,52285.4,32.0,52.0,,,109,0.7692307692307693
s,s,SWAY,LLVM,54264.4,51.0,290.0,,,109,0.3076923076923077
a,s,SMAC,LLVM,52285.4,40.0,281.0,,,109,0.38461538461538464
g,s,ACO,LLVM,56713.8,281.0,290.0,,,109,1.7692307692307692
a,s,HEBO,LLVM,52285.4,40.0,290.0,,,109,1.1538461538461537
a,s,UQGuided,LLVM,52285.4,74.0,197.0,,,109,0.7692307692307693
g,s,GA,LLVM,57804.6,131.0,289.0,,,109,1.2307692307692308
s,s,ConEx,LLVM,52285.4,105.0,290.0,,,109,6.153846153846154
s,s,FLASH,LLVM,52324.8,211.0,290.0,,,109,3.3076923076923075
s,s,ROBOTune,LLVM,56030.4,102.0,290.0,,,109,7.769230769230769
a,s,DEHB,LLVM,52285.4,72.0,290.0,,,109,0.5384615384615384
g,s,RandomSearch,LLVM,57987.6,70.0,290.0,,,109,5.0
s,s,ATConf,LLVM,55372.8,44.0,290.0,,,109,0.5384615384615384
a,s,GGA,LLVM,57907.6,163.0,290.0,,,109,0.3076923076923077
a,s,irace,LLVM,52285.4,203.0,290.0,,,109,1.0769230769230769
s,s,BOCA,LLVM,53756.2,216.0,290.0,,,109,0.5384615384615384
a,s,UQGuided,7z,4271.2,53.0,157.0,,,109,0.9285714285714286
s,s,SWAY,7z,4305.6,1.0,308.0,,,109,0.14285714285714285
g,s,PSO,7z,4196.4,234.0,258.0,,,109,0.42857142857142855
g,s,HillClimbing,7z,11749.0,14.0,35.0,,,109,1.0
g,s,ACO,7z,4648.4,217.0,232.0,,,109,0.5
s,s,Tuneful,7z,9084.6,266.0,308.0,,,109,1.4285714285714286
s,s,ConEx,7z,4215.8,259.0,308.0,,,109,0.42857142857142855
s,s,BOCA,7z,4529.6,189.0,308.0,,,109,0.5714285714285714
a,s,Hyperband,7z,4352.8,192.0,303.0,,,109,0.21428571428571427
s,s,FLASH,7z,4196.4,199.0,308.0,,,109,0.42857142857142855
s,s,PromiseTune,7z,4196.4,304.0,308.0,,,109,0.14285714285714285
a,s,ParamILS,7z,4709.6,39.0,90.0,,,109,0.42857142857142855
g,s,GA,7z,4280.4,252.0,307.0,,,109,0.42857142857142855
a,s,irace,7z,4215.8,211.0,278.0,,,109,0.5
s,s,ROBOTune,7z,4325.0,262.0,308.0,,,109,1.8571428571428572
a,s,HEBO,7z,4215.8,24.0,308.0,,,109,0.21428571428571427
a,s,GGA,7z,4369.4,126.0,308.0,,,109,0.6428571428571429
s,s,OtterTune,7z,4344.8,245.0,308.0,,,109,1.0
g,s,ES,7z,4280.4,298.0,308.0,,,109,0.42857142857142855
a,s,DEHB,7z,4215.8,86.0,308.0,,,109,0.21428571428571427
g,s,RandomSearch,7z,4391.2,44.0,308.0,,,109,0.42857142857142855
s,s,ResTune,7z,8964.8,9.0,308.0,,,109,0.14285714285714285
a,s,SMAC,7z,4196.4,285.0,308.0,,,109,1.0
g,s,CMAES,7z,4381.2,267.0,308.0,,,109,0.35714285714285715
s,s,ATConf,7z,4304.8,214.0,308.0,,,109,0.42857142857142855
g,s,DE,7z,4421.2,179.0,308.0,,,109,0.42857142857142855
a,s,HABO,7z,4315.2,290.0,308.0,,,109,0.14285714285714285
s,s,BestConfig,7z,4391.2,129.0,308.0,,,109,0.7857142857142857
g,s,BO,7z,4869.0,6.0,308.0,,,109,0.42857142857142855
g,s,SA,7z,4215.8,74.0,210.0,,,109,1.4285714285714286
a,s,BOHB,7z,4362.2,94.0,303.0,,,109,0.21428571428571427
a,a,DEHB,xgb-9952,0.0,40.0,4.0,,,109,0.4
g,a,GA,xgb-9952,0.0,9.0,78.0,,,109,0.5
a,a,HABO,xgb-9952,0.0,38.0,79.0,,,109,3.3
s,a,OtterTune,xgb-9952,0.0,6.0,79.0,,,109,0.5
s,a,SWAY,xgb-9952,0.01,10.0,79.0,,,109,1.0
g,a,ES,xgb-9952,0.0,9.0,79.0,,,109,0.5
a,a,ParamILS,xgb-9952,0.0,9.0,70.0,,,109,0.5
s,a,PromiseTune,xgb-9952,0.0,11.0,79.0,,,109,0.2
s,a,BOCA,xgb-9952,0.01,5.0,40.0,,,109,0.5
g,a,BO,xgb-9952,0.0,9.0,79.0,,,109,0.5
s,a,ResTune,xgb-9952,0.0,9.0,79.0,,,109,0.7
a,a,GGA,xgb-9952,0.0,6.0,79.0,,,109,0.3
g,a,HillClimbing,xgb-9952,0.0,27.0,61.0,,,109,2.2
a,a,BOHB,xgb-9952,0.0,53.0,6.994999999999999,,,109,0.39970000000000006
s,a,ATConf,xgb-9952,0.0,14.0,79.0,,,109,0.5
a,a,SMAC,xgb-9952,0.0,8.0,79.0,,,109,0.5
g,a,CMAES,xgb-9952,0.0,7.0,79.0,,,109,0.2
g,a,ACO,xgb-9952,0.0,6.0,16.0,,,109,0.6
s,a,ROBOTune,xgb-9952,0.0,17.0,79.0,,,109,0.9
a,a,UQGuided,xgb-9952,0.0,35.0,79.0,,,109,0.5
s,a,ConEx,xgb-9952,0.0,9.0,79.0,,,109,0.5
a,a,irace,xgb-9952,0.0,6.0,79.0,,,109,0.6
g,a,DE,xgb-9952,0.0,9.0,79.0,,,109,0.5
a,a,HEBO,xgb-9952,0.0,31.0,79.0,,,109,0.4
s,a,Tuneful,xgb-9952,0.0,20.0,79.0,,,109,0.4
s,a,FLASH,xgb-9952,0.0,9.0,79.0,,,109,0.5
g,a,RandomSearch,xgb-9952,0.0,9.0,79.0,,,109,0.5
g,a,PSO,xgb-9952,0.0,9.0,73.0,,,109,0.5
a,a,Hyperband,xgb-9952,0.0,61.0,10.993,,,109,0.39970000000000006
g,a,SA,xgb-9952,0.0,37.0,79.0,,,109,2.0
s,a,BestConfig,xgb-9952,0.0,50.0,79.0,,,109,0.2
a,a,DEHB,nn-146822,0.0,1378.0,143.4320987654329,,,109,0.6250000000000002
s,a,Tuneful,nn-146822,0.0,36.0,161.0,,,109,0.625
g,a,ES,nn-146822,0.0,31.0,161.0,,,109,1.25
s,a,ConEx,nn-146822,0.0,120.0,161.0,,,109,1.25
a,a,Hyperband,nn-146822,0.01,121.0,5.000000000000002,,,109,0.6250000000000002
s,a,FLASH,nn-146822,0.0,119.0,161.0,,,109,1.25
a,a,HEBO,nn-146822,0.0,25.0,161.0,,,109,0.625
g,a,BO,nn-146822,0.01,10.0,161.0,,,109,1.25
a,a,irace,nn-146822,0.0,20.0,161.0,,,109,1.375
g,a,PSO,nn-146822,0.01,10.0,145.0,,,109,1.25
g,a,DE,nn-146822,0.0,48.0,161.0,,,109,1.25
a,a,GGA,nn-146822,0.01,55.0,161.0,,,109,0.25
a,a,ParamILS,nn-146822,0.01,10.0,108.0,,,109,1.25
s,a,PromiseTune,nn-146822,0.01,20.0,161.0,,,109,0.75
g,a,GA,nn-146822,0.01,10.0,160.0,,,109,1.25
g,a,ACO,nn-146822,0.01,33.0,107.0,,,109,2.0
g,a,CMAES,nn-146822,0.01,36.0,161.0,,,109,0.25
a,a,UQGuided,nn-146822,0.0,158.0,161.0,,,109,2.5
s,a,ROBOTune,nn-146822,0.0,122.0,161.0,,,109,0.625
a,a,HABO,nn-146822,0.01,1.0,139.0,,,109,0.625
g,a,RandomSearch,nn-146822,0.01,10.0,161.0,,,109,1.25
s,a,ResTune,nn-146822,0.0199999999999999,8.0,161.0,,,109,1.0
s,a,SWAY,nn-146822,0.01,1.0,161.0,,,109,0.25
s,a,ATConf,nn-146822,0.01,10.0,161.0,,,109,0.875
g,a,HillClimbing,nn-146822,0.01,8.0,45.0,,,109,0.5
a,a,BOHB,nn-146822,0.0,161.0,9.000000000000002,,,109,0.6250000000000002
a,a,SMAC,nn-146822,0.01,6.0,161.0,,,109,0.75
s,a,OtterTune,nn-146822,0.01,48.0,161.0,,,109,2.75
s,a,BestConfig,nn-146822,0.01,19.0,161.0,,,109,1.625
s,a,BOCA,nn-146822,0.01,63.0,161.0,,,109,0.875
g,a,SA,nn-146822,0.01,5.0,161.0,,,109,0.375
a,s,irace,kanzi,3.558,120.0,311.0,,,109,1.375
a,s,HABO,kanzi,8.392,189.0,311.0,,,109,0.25
a,s,ParamILS,kanzi,10.458,140.0,170.0,,,109,0.375
s,s,ROBOTune,kanzi,3.8,222.0,311.0,,,109,0.5
s,s,OtterTune,kanzi,3.8,97.0,311.0,,,109,0.375
s,s,SWAY,kanzi,7.326,119.0,311.0,,,109,6.5
s,s,BOCA,kanzi,3.908,132.0,311.0,,,109,0.375
s,s,PromiseTune,kanzi,8.414,68.0,311.0,,,109,0.5
a,s,SMAC,kanzi,3.558,306.0,311.0,,,109,0.375
s,s,ATConf,kanzi,3.558,219.0,311.0,,,109,0.375
g,s,CMAES,kanzi,3.8,240.0,311.0,,,109,1.375
g,s,RandomSearch,kanzi,11.522,178.0,311.0,,,109,0.375
s,s,ConEx,kanzi,3.558,142.0,311.0,,,109,0.375
g,s,GA,kanzi,3.972,44.0,310.0,,,109,0.375
a,s,HEBO,kanzi,3.688,231.0,311.0,,,109,0.375
s,s,ResTune,kanzi,11.192,173.0,311.0,,,109,2.125
s,s,BestConfig,kanzi,11.522,178.0,311.0,,,109,0.375
s,s,Tuneful,kanzi,4.23,38.0,74.0,,,109,0.5
g,s,ACO,kanzi,3.558,120.0,170.0,,,109,1.375
g,s,SA,kanzi,6.45,41.0,213.0,,,109,0.375
a,s,Hyperband,kanzi,5.694,192.0,311.0,,,109,0.375
s,s,FLASH,kanzi,3.8,106.0,311.0,,,109,0.375
a,s,UQGuided,kanzi,3.558,62.0,311.0,,,109,0.375
g,s,HillClimbing,kanzi,45.266,8.0,18.0,,,109,1.0
a,s,DEHB,kanzi,3.702,158.0,311.0,,,109,0.75
g,s,DE,kanzi,4.404,184.0,311.0,,,109,0.375
g,s,BO,kanzi,12.086,227.0,311.0,,,109,0.375
g,s,PSO,kanzi,3.558,178.0,265.0,,,109,0.375
a,s,BOHB,kanzi,3.558,286.0,311.0,,,109,0.375
g,s,ES,kanzi,3.688,108.0,311.0,,,109,0.375
a,s,GGA,kanzi,10.812,46.0,311.0,,,109,0.375
s,s,BestConfig,sqlite,23.60999999999996,131.0,229.0,,,109,0.3333333333333333
g,s,RandomSearch,sqlite,23.60999999999996,131.0,229.0,,,109,0.3333333333333333
a,s,GGA,sqlite,19.33999999999997,95.0,229.0,,,109,1.1111111111111112
s,s,ResTune,sqlite,21.149999999999977,60.0,229.0,,,109,2.7777777777777777
s,s,ROBOTune,sqlite,12.75,190.0,229.0,,,109,0.2222222222222222
s,s,SWAY,sqlite,26.059999999999945,109.0,229.0,,,109,6.777777777777778
s,s,FLASH,sqlite,23.42999999999995,69.0,229.0,,,109,0.3333333333333333
g,s,GA,sqlite,12.75,159.0,228.0,,,109,0.3333333333333333
g,s,PSO,sqlite,21.649999999999977,164.0,208.0,,,109,0.3333333333333333
a,s,BOHB,sqlite,19.489999999999952,183.0,229.0,,,109,4.222222222222222
g,s,SA,sqlite,13.129999999999995,80.0,201.0,,,109,2.2222222222222223
a,s,irace,sqlite,21.879999999999995,107.0,229.0,,,109,0.8888888888888888
g,s,ACO,sqlite,21.5,140.0,229.0,,,109,0.8888888888888888
g,s,DE,sqlite,19.899999999999977,110.0,229.0,,,109,0.3333333333333333
s,s,OtterTune,sqlite,19.33999999999997,226.0,229.0,,,109,0.3333333333333333
g,s,CMAES,sqlite,26.08999999999997,153.0,229.0,,,109,1.7777777777777777
a,s,HABO,sqlite,13.129999999999995,94.0,229.0,,,109,3.2222222222222223
s,s,ATConf,sqlite,25.95999999999998,3.0,229.0,,,109,0.3333333333333333
g,s,ES,sqlite,17.72999999999996,138.0,229.0,,,109,0.3333333333333333
a,s,SMAC,sqlite,0.0,42.0,229.0,,,109,0.2222222222222222
a,s,HEBO,sqlite,21.649999999999977,136.0,229.0,,,109,1.8888888888888888
a,s,UQGuided,sqlite,19.489999999999952,173.0,229.0,,,109,0.3333333333333333
s,s,ConEx,sqlite,21.879999999999995,170.0,229.0,,,109,0.3333333333333333
a,s,DEHB,sqlite,11.609999999999957,38.0,229.0,,,109,4.222222222222222
a,s,Hyperband,sqlite,19.489999999999952,130.0,229.0,,,109,4.222222222222222
s,s,Tuneful,sqlite,28.5,10.0,39.0,,,109,1.1111111111111112
g,s,BO,sqlite,25.95999999999998,3.0,229.0,,,109,0.3333333333333333
a,s,ParamILS,sqlite,25.95999999999998,3.0,88.0,,,109,0.3333333333333333
s,s,PromiseTune,sqlite,23.649999999999977,55.0,229.0,,,109,3.888888888888889
g,s,HillClimbing,sqlite,30.67999999999998,9.0,22.0,,,109,1.0
s,s,BOCA,sqlite,0.0,209.0,229.0,,,109,0.3333333333333333
s,a,ResTune,rf-168329,0.06,4.0,152.0,,,109,0.042105263157894736
a,a,UQGuided,rf-168329,0.02,63.0,152.0,,,109,0.021052631578947368
s,a,SWAY,rf-168329,0.13,95.0,152.0,,,109,1.0
a,a,HEBO,rf-168329,0.0,71.0,152.0,,,109,0.042105263157894736
a,a,irace,rf-168329,0.01,29.0,152.0,,,109,0.021052631578947368
s,a,Tuneful,rf-168329,0.0,45.0,152.0,,,109,0.042105263157894736
s,a,ATConf,rf-168329,0.01,17.0,152.0,,,109,0.021052631578947368
g,a,HillClimbing,rf-168329,0.04,21.0,53.0,,,109,0.031578947368421054
a,a,BOHB,rf-168329,0.0,695.0,162.18359375,,,109,0.04136513157894737
s,a,OtterTune,rf-168329,0.0,98.0,152.0,,,109,0.021052631578947368
a,a,ParamILS,rf-168329,0.01,12.0,67.0,,,109,0.021052631578947368
a,a,HABO,rf-168329,0.01,32.0,152.0,,,109,0.05263157894736842
s,a,ROBOTune,rf-168329,0.01,56.0,152.0,,,109,0.031578947368421054
a,a,GGA,rf-168329,0.01,85.0,152.0,,,109,0.021052631578947368
s,a,PromiseTune,rf-168329,0.0,125.0,152.0,,,109,0.021052631578947368
g,a,DE,rf-168329,0.01,52.0,152.0,,,109,0.021052631578947368
g,a,RandomSearch,rf-168329,0.02,134.0,152.0,,,109,0.021052631578947368
g,a,CMAES,rf-168329,0.0,53.0,72.0,,,109,0.021052631578947368
g,a,PSO,rf-168329,0.01,35.0,112.0,,,109,0.021052631578947368
s,a,ConEx,rf-168329,0.01,31.0,152.0,,,109,0.021052631578947368
a,a,DEHB,rf-168329,0.01,389.0,81.59259259259284,,,109,0.042105263157894736
g,a,SA,rf-168329,0.0,138.0,152.0,,,109,0.042105263157894736
g,a,ACO,rf-168329,0.03,29.0,106.0,,,109,0.021052631578947368
s,a,FLASH,rf-168329,0.01,35.0,152.0,,,109,0.021052631578947368
s,a,BestConfig,rf-168329,0.02,134.0,152.0,,,109,0.021052631578947368
s,a,BOCA,rf-168329,0.01,32.0,79.0,,,109,0.021052631578947368
a,a,Hyperband,rf-168329,0.0,491.0,106.84375,,,109,0.04136513157894737
a,a,SMAC,rf-168329,0.0,38.0,136.0,,,109,0.031578947368421054
g,a,BO,rf-168329,0.03,10.0,152.0,,,109,0.021052631578947368
g,a,GA,rf-168329,0.01,23.0,151.0,,,109,0.021052631578947368
g,a,ES,rf-168329,0.01,48.0,152.0,,,109,0.021052631578947368
a,s,BOHB,noc-CM-log,4.33936051,126.0,216.0,,,109,1.8333333333333333
s,s,ATConf,noc-CM-log,4.309193816,17.0,179.0,,,109,1.1666666666666667
a,s,Hyperband,noc-CM-log,4.309193816,206.0,227.0,,,109,1.6666666666666667
g,s,BO,noc-CM-log,4.68779634,6.0,36.0,,,109,1.0
g,s,HillClimbing,noc-CM-log,4.309193816,11.0,21.0,,,109,1.3333333333333333
g,s,ES,noc-CM-log,4.309193816,50.0,109.0,,,109,1.0
g,s,CMAES,noc-CM-log,4.309193816,50.0,62.0,,,109,2.3333333333333335
g,s,SA,noc-CM-log,4.309193816,36.0,183.0,,,109,1.3333333333333333
s,s,OtterTune,noc-CM-log,4.309193816,7.0,60.0,,,109,1.0
s,s,FLASH,noc-CM-log,4.309193816,39.0,125.0,,,109,1.0
s,s,ROBOTune,noc-CM-log,4.309193816,14.0,139.0,,,109,2.3333333333333335
g,s,ACO,noc-CM-log,4.309193816,92.0,100.0,,,109,0.8333333333333334
g,s,DE,noc-CM-log,4.309193816,225.0,227.0,,,109,1.0
s,s,ConEx,noc-CM-log,4.309193816,26.0,227.0,,,109,1.0
s,s,ResTune,noc-CM-log,4.68779634,4.0,36.0,,,109,0.6666666666666666
a,s,DEHB,noc-CM-log,4.309193816,34.0,181.0,,,109,2.5
a,s,GGA,noc-CM-log,4.309193816,173.0,227.0,,,109,10.666666666666666
g,s,GA,noc-CM-log,4.309193816,220.0,226.0,,,109,1.0
s,s,BestConfig,noc-CM-log,4.309193816,72.0,227.0,,,109,3.1666666666666665
a,s,ParamILS,noc-CM-log,4.309193816,25.0,72.0,,,109,1.0
a,s,SMAC,noc-CM-log,4.309193816,9.0,10.0,,,109,0.8333333333333334
s,s,SWAY,noc-CM-log,4.309193816,225.0,227.0,,,109,36.0
a,s,irace,noc-CM-log,4.309193816,41.0,77.0,,,109,0.8333333333333334
s,s,BOCA,noc-CM-log,4.309193816,28.0,227.0,,,109,4.666666666666667
a,s,HEBO,noc-CM-log,4.309193816,24.0,227.0,,,109,2.6666666666666665
s,s,Tuneful,noc-CM-log,4.309193816,20.0,67.0,,,109,3.1666666666666665
a,s,HABO,noc-CM-log,4.309193816,81.0,223.0,,,109,0.3333333333333333
a,s,UQGuided,noc-CM-log,4.309193816,182.0,209.0,,,109,8.5
g,s,RandomSearch,noc-CM-log,4.309193816,75.0,227.0,,,109,1.0
s,s,PromiseTune,noc-CM-log,4.309193816,25.0,76.0,,,109,2.3333333333333335
g,s,PSO,noc-CM-log,4.309193816,44.0,97.0,,,109,1.0
s,a,ATConf,FCNet-NavalPropulsion,3.413047525e-05,515.0,654.0,,,109,0.13953488372093023
g,a,RandomSearch,FCNet-NavalPropulsion,5.237758675e-05,380.0,654.0,,,109,0.3333333333333333
a,a,SMAC,FCNet-NavalPropulsion,2.91102905e-05,125.0,268.0,,,109,0.05426356589147287
s,a,FLASH,FCNet-NavalPropulsion,3.1528953e-05,227.0,654.0,,,109,0.2868217054263566
s,a,ResTune,FCNet-NavalPropulsion,7.112436e-05,313.0,654.0,,,109,0.05426356589147287
a,a,ParamILS,FCNet-NavalPropulsion,2.91102905e-05,84.0,159.0,,,109,0.10852713178294573
a,a,DEHB,FCNet-NavalPropulsion,2.91102905e-05,547.0,654.0,,,109,0.031007751937984496
g,a,PSO,FCNet-NavalPropulsion,3.1528953e-05,539.0,549.0,,,109,0.09302325581395349
g,a,CMAES,FCNet-NavalPropulsion,5.6480581e-05,310.0,654.0,,,109,0.18604651162790697
g,a,HillClimbing,FCNet-NavalPropulsion,2.91102905e-05,62.0,81.0,,,109,0.10077519379844961
g,a,ACO,FCNet-NavalPropulsion,7.025089475e-05,18.0,35.0,,,109,0.12403100775193798
a,a,GGA,FCNet-NavalPropulsion,5.79042415e-05,618.0,654.0,,,109,0.10077519379844961
a,a,Hyperband,FCNet-NavalPropulsion,9.9114475e-05,262.0,654.0,,,109,0.4496124031007752
a,a,BOHB,FCNet-NavalPropulsion,7.37627135e-05,196.0,557.0,,,109,0.24031007751937986
s,a,BestConfig,FCNet-NavalPropulsion,5.237758675e-05,380.0,654.0,,,109,0.3333333333333333
a,a,HEBO,FCNet-NavalPropulsion,2.91102905e-05,189.0,654.0,,,109,0.09302325581395349
g,a,DE,FCNet-NavalPropulsion,9.21128825e-05,272.0,654.0,,,109,0.7674418604651163
g,a,SA,FCNet-NavalPropulsion,3.5459208e-05,505.0,654.0,,,109,2.131782945736434
s,a,BOCA,FCNet-NavalPropulsion,3.42558265e-05,287.0,654.0,,,109,0.15503875968992248
a,a,irace,FCNet-NavalPropulsion,2.91102905e-05,295.0,356.0,,,109,0.14728682170542637
s,a,SWAY,FCNet-NavalPropulsion,3.413047525e-05,436.0,654.0,,,109,0.05426356589147287
s,a,ROBOTune,FCNet-NavalPropulsion,3.1528953e-05,249.0,654.0,,,109,0.015503875968992248
s,a,Tuneful,FCNet-NavalPropulsion,0.0006149419325,129.0,654.0,,,109,1.0
g,a,ES,FCNet-NavalPropulsion,2.91102905e-05,314.0,624.0,,,109,0.10077519379844961
s,a,ConEx,FCNet-NavalPropulsion,3.814664975e-05,579.0,654.0,,,109,0.4883720930232558
g,a,BO,FCNet-NavalPropulsion,4.43838625e-05,154.0,654.0,,,109,0.31007751937984496
a,a,UQGuided,FCNet-NavalPropulsion,2.91102905e-05,167.0,572.0,,,109,0.06201550387596899
s,a,OtterTune,FCNet-NavalPropulsion,3.1528953e-05,183.0,654.0,,,109,0.14728682170542637
a,a,HABO,FCNet-NavalPropulsion,7.039031e-05,113.0,600.0,,,109,0.015503875968992248
s,a,PromiseTune,FCNet-NavalPropulsion,3.5631281e-05,305.0,654.0,,,109,0.12403100775193798
g,a,GA,FCNet-NavalPropulsion,3.52799425e-05,208.0,653.0,,,109,0.23255813953488372
s,s,BOCA,OpenVPN,344.428689,97.0,224.0,,,109,0.12030075187969924
s,s,ConEx,OpenVPN,336.309029,144.0,224.0,,,109,0.06015037593984962
a,s,HEBO,OpenVPN,336.309029,216.0,224.0,,,109,0.08270676691729323
a,s,SMAC,OpenVPN,335.131152,153.0,224.0,,,109,0.06766917293233082
s,s,SWAY,OpenVPN,422.63461,133.0,224.0,,,109,1.0
g,s,CMAES,OpenVPN,345.026959,101.0,224.0,,,109,0.03759398496240601
g,s,ES,OpenVPN,346.301108,172.0,224.0,,,109,0.06015037593984962
g,s,HillClimbing,OpenVPN,352.123087,38.0,60.0,,,109,0.07518796992481203
s,s,OtterTune,OpenVPN,336.309029,186.0,224.0,,,109,0.06766917293233082
a,s,irace,OpenVPN,343.073742,169.0,224.0,,,109,0.015037593984962405
s,s,ROBOTune,OpenVPN,343.073742,100.0,224.0,,,109,0.022556390977443608
g,s,ACO,OpenVPN,346.301108,91.0,224.0,,,109,0.015037593984962405
g,s,BO,OpenVPN,383.982126,8.0,224.0,,,109,0.06015037593984962
a,s,HABO,OpenVPN,349.201915,85.0,224.0,,,109,0.022556390977443608
a,s,ParamILS,OpenVPN,345.251625,32.0,82.0,,,109,0.06015037593984962
g,s,SA,OpenVPN,336.309029,144.0,195.0,,,109,0.03759398496240601
s,s,BestConfig,OpenVPN,344.914727,53.0,224.0,,,109,0.06015037593984962
s,s,ResTune,OpenVPN,336.309029,22.0,224.0,,,109,0.03007518796992481
a,s,DEHB,OpenVPN,335.131152,128.0,224.0,,,109,0.015037593984962405
g,s,PSO,OpenVPN,336.309029,110.0,194.0,,,109,0.06015037593984962
a,s,Hyperband,OpenVPN,349.201915,198.0,224.0,,,109,0.05263157894736842
g,s,DE,OpenVPN,356.099312,76.0,224.0,,,109,0.06015037593984962
s,s,ATConf,OpenVPN,336.309029,44.0,224.0,,,109,0.08270676691729323
g,s,RandomSearch,OpenVPN,344.914727,53.0,224.0,,,109,0.06015037593984962
s,s,PromiseTune,OpenVPN,335.131152,170.0,224.0,,,109,0.08270676691729323
s,s,FLASH,OpenVPN,336.309029,106.0,224.0,,,109,0.06015037593984962
a,s,GGA,OpenVPN,346.301108,183.0,224.0,,,109,0.015037593984962405
a,s,UQGuided,OpenVPN,347.794646,31.0,115.0,,,109,0.05263157894736842
a,s,BOHB,OpenVPN,350.36897,156.0,224.0,,,109,0.05263157894736842
s,s,Tuneful,OpenVPN,363.676113,10.0,191.0,,,109,0.07518796992481203
g,s,GA,OpenVPN,350.789091,97.0,223.0,,,109,0.06015037593984962
a,s,BOHB,spark,1198.0,37.0,232.0,,,109,0.5362318840579711
a,s,SMAC,spark,1269.0,67.0,227.0,,,109,0.2028985507246377
g,s,PSO,spark,1198.0,91.0,143.0,,,109,0.18840579710144928
a,s,UQGuided,spark,1239.0,59.0,138.0,,,109,0.2028985507246377
g,s,CMAES,spark,1198.0,56.0,208.0,,,109,0.2028985507246377
a,s,HABO,spark,1130.0,87.0,187.0,,,109,0.08695652173913043
g,s,DE,spark,1198.0,78.0,227.0,,,109,0.463768115942029
g,s,ACO,spark,1198.0,104.0,178.0,,,109,0.5072463768115942
s,s,ATConf,spark,1198.0,77.0,227.0,,,109,0.2463768115942029
a,s,irace,spark,1277.0,15.0,161.0,,,109,0.21739130434782608
g,s,SA,spark,1191.0,65.0,93.0,,,109,0.14492753623188406
s,s,BestConfig,spark,1250.0,149.0,227.0,,,109,0.7971014492753623
g,s,GA,spark,1198.0,97.0,226.0,,,109,0.4782608695652174
s,s,FLASH,spark,1130.0,161.0,227.0,,,109,0.463768115942029
g,s,BO,spark,1282.0,100.0,227.0,,,109,1.3333333333333333
s,s,Tuneful,spark,1334.0,6.0,34.0,,,109,0.08695652173913043
s,s,BOCA,spark,1213.0,21.0,227.0,,,109,0.30434782608695654
g,s,HillClimbing,spark,1250.0,10.0,42.0,,,109,0.14492753623188406
s,s,SWAY,spark,1178.0,193.0,227.0,,,109,0.11594202898550725
s,s,ResTune,spark,1317.0,81.0,227.0,,,109,1.173913043478261
a,s,Hyperband,spark,1198.0,59.0,232.0,,,109,0.855072463768116
a,s,ParamILS,spark,1340.0,69.0,227.0,,,109,1.0
s,s,ROBOTune,spark,1277.0,104.0,227.0,,,109,0.42028985507246375
a,s,HEBO,spark,1205.0,87.0,227.0,,,109,0.13043478260869565
a,s,GGA,spark,1214.0,73.0,227.0,,,109,0.7391304347826086
s,s,PromiseTune,spark,1130.0,132.0,227.0,,,109,0.2463768115942029
g,s,RandomSearch,spark,1250.0,153.0,227.0,,,109,0.8115942028985508
s,s,ConEx,spark,1250.0,174.0,227.0,,,109,0.7681159420289855
g,s,ES,spark,1130.0,139.0,227.0,,,109,0.4057971014492754
s,s,OtterTune,spark,1198.0,49.0,227.0,,,109,0.34782608695652173
a,s,DEHB,spark,1213.0,213.0,227.0,,,109,0.2463768115942029
s,a,PromiseTune,rf-168868,0.0,36.0,198.0,,,109,0.029850746268656716
g,a,BO,rf-168868,0.03,10.0,198.0,,,109,0.04477611940298507
a,a,Hyperband,rf-168868,0.0,385.0,86.34375,,,109,0.05865205223880597
s,a,ConEx,rf-168868,0.01,90.0,198.0,,,109,0.04477611940298507
a,a,HEBO,rf-168868,0.0,69.0,198.0,,,109,0.05970149253731343
g,a,RandomSearch,rf-168868,0.01,119.0,198.0,,,109,0.04477611940298507
s,a,FLASH,rf-168868,0.0,41.0,198.0,,,109,0.04477611940298507
a,a,BOHB,rf-168868,0.0,554.0,128.35546875,,,109,0.05865205223880597
