problem_name,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32
rf-9981,DEHB_HEBO_PromiseTune_Tuneful,FLASH,OtterTune,ROBOTune_SMAC,ATConf_ConEx_irace,ParamILS,BOHB,BestConfig_GGA_Hyperband,BOCA_HABO_UQGuided,SWAY,ResTune,,,,,,,,,,,,,,,,,,,,,
rs-6d-c3,PromiseTune,FLASH_HEBO,ATConf_DEHB_SMAC,ConEx_HABO_UQGuided_irace,OtterTune_ParamILS_ROBOTune,BestConfig_GGA,Hyperband,BOHB,SWAY,BOCA,Tuneful,ResTune,,,,,,,,,,,,,,,,,,,,
sac,SWAY,ATConf,SMAC,FLASH_GGA_Tuneful,irace,DEHB_UQGuided,BestConfig_OtterTune,HABO,BOHB,HEBO_Hyperband,BOCA_ConEx_ROBOTune,ParamILS_PromiseTune_ResTune,,,,,,,,,,,,,,,,,,,,
spark,FLASH,PromiseTune,DEHB_SMAC,ATConf_irace,ConEx_SWAY,BOHB_GGA_HABO_HEBO_OtterTune,BOCA_BestConfig_Hyperband_ROBOTune,Tuneful_UQGuided,ResTune,ParamILS,,,,,,,,,,,,,,,,,,,,,,
spear,DEHB_HABO_HEBO_Tuneful,ROBOTune,FLASH,ATConf_SMAC_irace,OtterTune_PromiseTune,BOCA_SWAY,BOHB_UQGuided,ConEx_Hyperband_ParamILS,BestConfig_GGA,ResTune,,,,,,,,,,,,,,,,,,,,,,
SQL,OtterTune,ATConf,ConEx,SMAC_irace,FLASH_HABO_HEBO_Hyperband,BestConfig_PromiseTune_ROBOTune_UQGuided,BOHB_DEHB_GGA,ResTune,BOCA,ParamILS_SWAY,Tuneful,,,,,,,,,,,,,,,,,,,,,
sqlite,ROBOTune,DEHB_FLASH_PromiseTune_SMAC,BOCA_ConEx_OtterTune_irace,GGA_HABO_HEBO_UQGuided,ATConf_BOHB_BestConfig_Hyperband,ResTune_SWAY,ParamILS,Tuneful,,,,,,,,,,,,,,,,,,,,,,,,
storm,FLASH_HEBO_PromiseTune,irace,DEHB,ConEx,UQGuided,ATConf_ParamILS,BOCA,BOHB_OtterTune,BestConfig_GGA,HABO,Hyperband_ROBOTune_SMAC,SWAY,Tuneful,ResTune,,,,,,,,,,,,,,,,,,
tomcat,ATConf_SMAC,BOHB_ConEx_FLASH_OtterTune_PromiseTune,BOCA_BestConfig_Hyperband_ROBOTune_ResTune,DEHB_HEBO_SWAY,GGA,UQGuided_irace,Tuneful,HABO,ParamILS,,,,,,,,,,,,,,,,,,,,,,,
VP8,HEBO_PromiseTune_SMAC,FLASH,ATConf_UQGuided,DEHB,ConEx_ParamILS_irace,OtterTune_ROBOTune,BOCA_BestConfig_HABO_Hyperband,GGA_SWAY,BOHB,ResTune,Tuneful,,,,,,,,,,,,,,,,,,,,,
vp9,ATConf_FLASH_HEBO_SMAC,DEHB_OtterTune_PromiseTune,BOHB_ConEx_Tuneful,SWAY_UQGuided_irace,Hyperband,BestConfig_HABO_ROBOTune,BOCA_GGA,ParamILS,ResTune,,,,,,,,,,,,,,,,,,,,,,,
wc-5d-c5,FLASH_HEBO_OtterTune_PromiseTune_UQGuided,DEHB_irace,ATConf_BOHB_ConEx_ParamILS,ROBOTune,HABO,BestConfig_GGA_Hyperband_SMAC,SWAY,Tuneful,ResTune,BOCA,,,,,,,,,,,,,,,,,,,,,,
x264,ATConf,FLASH_OtterTune,HEBO_SMAC,ConEx,irace,DEHB_PromiseTune,BOCA_UQGuided,BOHB,Hyperband,GGA_HABO_ROBOTune,BestConfig,ParamILS,SWAY_Tuneful,ResTune,,,,,,,,,,,,,,,,,,
xgb-10101,ATConf_BestConfig_ConEx_DEHB_FLASH_GGA_HEBO_Hyperband_OtterTune_ParamILS_PromiseTune_Tuneful_UQGuided_irace,BOCA_BOHB_ROBOTune_HABO_SMAC,ResTune,SWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgb-146818,BOHB_FLASH_Tuneful,ATConf_OtterTune,Hyperband_PromiseTune,BestConfig_GGA_ConEx_DEHB_ROBOTune_HEBO_SMAC_irace,ParamILS_UQGuided,BOCA_HABO_ResTune,SWAY,,,,,,,,,,,,,,,,,,,,,,,,,
xgb-146821,BestConfig_FLASH_HEBO,GGA_PromiseTune,BOHB_Hyperband_UQGuided,ATConf_ConEx_SMAC_irace_BOCA_DEHB_ROBOTune,HABO_OtterTune_SWAY,ParamILS_ResTune_Tuneful,,,,,,,,,,,,,,,,,,,,,,,,,,
xgb-146822,BOHB_GGA_SMAC_HEBO_Hyperband_Tuneful_UQGuided,ATConf_ConEx_FLASH_BOCA_ROBOTune_BestConfig_DEHB_OtterTune_ParamILS_PromiseTune,HABO_ResTune_SWAY_irace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgb-167119,ATConf_BOHB_BestConfig_ConEx_DEHB_FLASH_GGA_HEBO_Hyperband_PromiseTune_ROBOTune_Tuneful_UQGuided_irace_SMAC,OtterTune_ParamILS,BOCA_HABO_ResTune,SWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgb-3,FLASH_SMAC_PromiseTune,ATConf_Tuneful_BestConfig_ConEx_GGA_UQGuided,BOCA_BOHB_DEHB_irace_HEBO,HABO_Hyperband_ROBOTune_ResTune,OtterTune_SWAY_ParamILS,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgb-31,ATConf_OtterTune,FLASH_Hyperband_ROBOTune_Tuneful,BOHB_BestConfig_ConEx_DEHB_GGA_HEBO_UQGuided_SMAC,irace,HABO_ParamILS,BOCA_PromiseTune_ResTune_SWAY,,,,,,,,,,,,,,,,,,,,,,,,,,
xgb-3917,FLASH_ROBOTune,BestConfig_GGA_Tuneful,ATConf_OtterTune,BOCA,irace,BOHB_ConEx_HEBO_Hyperband,DEHB_ParamILS_SMAC,HABO_PromiseTune_UQGuided,ResTune_SWAY,,,,,,,,,,,,,,,,,,,,,,,
xgb-53,BOHB_DEHB_FLASH_Hyperband_OtterTune_HEBO_PromiseTune_Tuneful_ROBOTune,ATConf_BestConfig_SMAC_ConEx_GGA_UQGuided_irace,HABO_ParamILS,BOCA_ResTune_SWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgb-9952,ATConf_DEHB_FLASH_Hyperband_OtterTune_PromiseTune_SMAC_Tuneful_HEBO,BOHB_BestConfig_ConEx_ParamILS_irace_GGA_HABO_ROBOTune_UQGuided,BOCA_ResTune,SWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgboost-CNAE9,ATConf_DEHB_HEBO_OtterTune_PromiseTune_irace,FLASH_HABO_Tuneful,BOCA_ConEx_UQGuided_ParamILS,BOHB_Hyperband_BestConfig_GGA_ROBOTune_SMAC_SWAY,ResTune,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgboost-Covtype,ATConf_ConEx_DEHB_FLASH_HEBO_OtterTune_ParamILS_PromiseTune_SMAC_irace_ROBOTune,Hyperband_UQGuided,BOHB_BestConfig_GGA,HABO_SWAY,Tuneful,ResTune,BOCA,,,,,,,,,,,,,,,,,,,,,,,,,
xgboost-PimaIndiansDiabetes,DEHB_HEBO_PromiseTune,FLASH_OtterTune,ATConf_ConEx_irace,HABO_ROBOTune_UQGuided,BOHB_Hyperband,BestConfig_GGA,ParamILS_SMAC_SWAY,Tuneful,BOCA,ResTune,,,,,,,,,,,,,,,,,,,,,,
