optimizer_name,avg_rank,rank_std,problem_count
HEBO,1.33,0.72,15
ES,1.4,0.51,15
SMAC,2.0,1.31,15
DEHB,2.27,1.33,15
PSO,2.67,1.4,15
irace,2.73,1.33,15
CMAES,3.73,2.12,15
GA,3.87,1.92,15
BOHB,4.33,2.85,15
UQGuided,4.33,2.69,15
Hyperband,4.87,3.29,15
ParamILS,5.33,1.95,15
DE,5.33,3.24,15
GGA,5.33,3.13,15
RandomSearch,5.4,3.11,15
SA,5.6,2.75,15
ACO,5.6,3.0,15
HABO,6.0,3.05,15
HillClimbing,6.33,2.53,15
BO,7.13,3.48,15
