optimizer_name,avg_rank,rank_std,problem_count
PromiseTune,1.25,0.5,4
ES,1.5,0.58,4
FLASH,1.5,0.58,4
PSO,3.0,1.41,4
ATConf,3.0,0.0,4
ConEx,3.25,0.96,4
GA,3.5,1.29,4
ACO,4.0,0.82,4
OtterTune,4.25,2.22,4
CMAES,4.75,2.5,4
ROBOTune,6.0,1.41,4
BestConfig,6.0,0.82,4
RandomSearch,6.0,0.82,4
SA,6.75,2.22,4
DE,7.0,1.83,4
SWAY,7.0,2.45,4
HillClimbing,7.25,2.06,4
BOCA,7.75,2.63,4
Tuneful,8.75,2.06,4
BO,9.5,2.65,4
ResTune,10.0,2.31,4
