optimizer_name,avg_rank,rank_std,problem_count
FLASH,1.75,1.5,4
CMAES,2.25,0.5,4
OtterTune,3.0,1.41,4
Tuneful,3.25,2.06,4
PSO,3.25,1.26,4
ATConf,3.75,3.77,4
ROBOTune,3.75,2.75,4
ConEx,4.0,1.41,4
ES,4.25,3.3,4
PromiseTune,4.75,3.77,4
BOCA,4.75,2.75,4
RandomSearch,6.75,2.06,4
DE,7.0,1.83,4
GA,7.0,1.83,4
SA,7.5,2.65,4
BestConfig,7.75,0.5,4
ACO,8.0,2.16,4
SWAY,8.0,2.16,4
BO,8.25,4.86,4
HillClimbing,8.5,3.11,4
ResTune,8.5,4.36,4
