optimizer_name,avg_rank,rank_std,problem_count
OtterTune,1.0,0.0,2
ES,2.0,1.41,2
ATConf,2.0,0.0,2
FLASH,2.5,2.12,2
ConEx,3.0,0.0,2
PromiseTune,3.0,0.0,2
ROBOTune,3.5,0.71,2
PSO,4.0,1.41,2
CMAES,4.0,0.0,2
GA,5.0,0.0,2
BestConfig,5.5,0.71,2
SA,5.5,2.12,2
ACO,5.5,2.12,2
RandomSearch,6.0,0.0,2
BOCA,6.5,0.71,2
Tuneful,7.0,1.41,2
DE,7.5,0.71,2
SWAY,8.0,1.41,2
BO,9.5,0.71,2
HillClimbing,10.0,1.41,2
ResTune,10.0,0.0,2
