optimizer_name,avg_rank,rank_std,problem_count
HEBO,1.69,1.18,13
DEHB,2.0,1.22,13
Hyperband,2.0,1.35,13
ES,2.08,1.26,13
GA,2.15,1.28,13
BOHB,2.23,1.17,13
irace,2.54,1.33,13
RandomSearch,2.54,1.39,13
SMAC,2.54,1.61,13
UQGuided,2.54,1.39,13
GGA,2.62,1.39,13
DE,2.62,1.71,13
CMAES,2.69,1.25,13
PSO,2.69,1.25,13
SA,3.08,1.12,13
ParamILS,3.77,1.79,13
ACO,4.0,1.47,13
HABO,4.08,1.32,13
HillClimbing,4.54,1.66,13
BO,5.23,1.48,13
