optimizer_name,avg_rank,rank_std,problem_count
FLASH,2.0,1.0,3
ATConf,2.0,0.0,3
OtterTune,2.33,2.31,3
ES,2.33,0.58,3
PSO,2.67,1.15,3
ConEx,3.0,1.0,3
PromiseTune,3.67,3.79,3
CMAES,4.33,2.08,3
ROBOTune,5.33,0.58,3
GA,5.67,1.53,3
RandomSearch,6.33,1.53,3
BestConfig,6.33,1.53,3
SA,6.67,3.06,3
ACO,7.0,2.65,3
SWAY,7.0,5.29,3
BOCA,7.67,1.15,3
DE,8.67,0.58,3
Tuneful,9.0,1.73,3
ResTune,9.67,3.06,3
BO,10.33,2.31,3
HillClimbing,10.67,2.31,3
