optimizer_name,avg_rank,rank_std,problem_count
PSO,1.67,1.15,3
ATConf,2.67,2.08,3
FLASH,3.0,2.0,3
ConEx,3.33,0.58,3
ES,3.67,1.53,3
CMAES,4.67,2.08,3
BOCA,5.0,3.61,3
GA,5.33,1.15,3
PromiseTune,5.33,3.51,3
OtterTune,6.0,3.0,3
BestConfig,6.33,0.58,3
ROBOTune,6.67,1.53,3
ACO,7.0,3.0,3
RandomSearch,7.0,1.0,3
DE,7.33,2.52,3
SA,8.33,3.06,3
Tuneful,8.67,3.51,3
SWAY,9.33,2.08,3
ResTune,10.0,2.0,3
BO,10.33,3.21,3
HillClimbing,11.67,1.53,3
