optimizer_name,avg_rank,rank_std,problem_count
ES,2.25,1.5,4
ATConf,2.75,2.22,4
PSO,2.75,1.26,4
PromiseTune,4.0,5.35,4
FLASH,4.25,1.71,4
SWAY,5.0,3.65,4
OtterTune,5.0,2.58,4
Tuneful,5.5,5.92,4
ConEx,5.5,4.36,4
CMAES,6.0,4.08,4
BOCA,7.0,5.77,4
BestConfig,7.25,1.26,4
SA,7.25,4.92,4
ACO,7.25,0.96,4
GA,7.5,1.73,4
ROBOTune,8.5,1.91,4
RandomSearch,8.75,2.5,4
HillClimbing,8.75,5.5,4
DE,9.0,1.83,4
BO,10.25,0.96,4
ResTune,11.0,1.83,4
