optimizer_name,avg_rank,rank_std,problem_count
HEBO,1.05,0.23,19
DEHB,1.21,0.42,19
SMAC,1.26,0.56,19
ES,1.26,0.45,19
irace,1.74,0.93,19
CMAES,1.79,0.92,19
GA,2.05,1.18,19
PSO,2.26,1.52,19
BOHB,2.37,1.57,19
Hyperband,2.47,1.78,19
ParamILS,2.84,1.54,19
DE,3.05,1.87,19
HillClimbing,3.21,1.51,19
UQGuided,3.32,1.7,19
GGA,3.63,2.11,19
RandomSearch,3.79,2.62,19
SA,4.21,2.59,19
HABO,4.32,2.45,19
ACO,4.53,2.84,19
BO,5.47,2.76,19
