optimizer_name,avg_rank,rank_std,problem_count
ES,2.11,1.27,9
FLASH,2.44,1.81,9
PSO,3.0,1.73,9
OtterTune,3.22,1.99,9
ATConf,3.33,2.12,9
ConEx,3.33,1.22,9
PromiseTune,3.56,2.83,9
CMAES,4.78,1.86,9
GA,4.78,1.92,9
ROBOTune,5.22,2.91,9
ACO,5.89,2.32,9
RandomSearch,5.89,2.26,9
BestConfig,6.0,2.29,9
SWAY,6.0,3.28,9
DE,6.0,2.45,9
SA,6.22,3.67,9
BOCA,6.33,3.35,9
BO,7.33,3.61,9
Tuneful,7.44,3.64,9
ResTune,7.67,2.35,9
HillClimbing,9.0,3.24,9
