optimizer_name,avg_rank,rank_std,problem_count
ATConf,1.6,0.89,5
PSO,1.8,1.79,5
FLASH,1.8,0.84,5
ES,2.8,1.79,5
OtterTune,3.0,1.73,5
PromiseTune,3.2,1.92,5
ConEx,3.4,1.34,5
CMAES,4.8,1.48,5
GA,6.0,1.87,5
ROBOTune,6.0,1.41,5
ACO,6.2,1.92,5
SA,6.8,0.84,5
BOCA,7.0,2.12,5
RandomSearch,7.2,1.48,5
SWAY,7.4,2.79,5
BestConfig,7.6,1.82,5
DE,8.6,1.14,5
Tuneful,8.8,3.42,5
BO,9.0,3.0,5
ResTune,9.2,2.17,5
HillClimbing,9.6,1.67,5
