optimizer_category,problem_type,optimizer_name,problem_name,best_result,best_step,used_budget,error_message,runtime,seed,efficiency
g,s,DE,storm,776.8333300000013,7.0,234.0,,,105,0.2121212121212121
g,s,HillClimbing,storm,0.0,27.0,37.0,,,105,0.696969696969697
s,s,ConEx,storm,0.0,22.0,234.0,,,105,0.2121212121212121
g,s,PSO,storm,610.0,96.0,160.0,,,105,0.2121212121212121
s,s,ResTune,storm,13440.916660000004,33.0,128.0,,,105,1.0
s,s,Tuneful,storm,2596.9166600000026,41.0,46.0,,,105,0.4848484848484848
s,s,SWAY,storm,765.4166600000026,176.0,234.0,,,105,0.5757575757575758
s,s,FLASH,storm,0.0,22.0,173.0,,,105,0.2121212121212121
s,s,PromiseTune,storm,0.0,34.0,234.0,,,105,0.4242424242424242
s,s,ROBOTune,storm,2766.4166600000026,133.0,234.0,,,105,0.4545454545454545
g,a,ACO,nn-146818,0.03,14.0,112.0,,,105,0.081081081081081
g,a,RandomSearch,nn-146818,0.03,50.0,112.0,,,105,0.081081081081081
g,a,GA,nn-146818,0.03,39.0,111.0,,,105,0.081081081081081
g,a,HillClimbing,nn-146818,0.03,3.0,34.0,,,105,0.054054054054054
a,a,GGA,nn-146818,0.03,6.0,112.0,,,105,0.1081081081081081
g,a,DE,nn-146818,0.03,16.0,112.0,,,105,0.081081081081081
a,a,HEBO,nn-146818,0.02,35.0,112.0,,,105,0.054054054054054
g,a,CMAES,nn-146818,0.03,11.0,112.0,,,105,0.1351351351351351
g,a,PSO,nn-146818,0.02,64.0,105.0,,,105,0.081081081081081
a,a,ParamILS,nn-146818,0.04,3.0,67.0,,,105,0.081081081081081
g,a,BO,nn-146818,0.03,21.0,112.0,,,105,0.081081081081081
a,a,UQGuided,nn-146818,0.03,6.0,112.0,,,105,0.081081081081081
g,a,ES,nn-146818,0.03,11.0,112.0,,,105,0.081081081081081
a,a,Hyperband,nn-146818,0.03,186.0,20.000000000000004,,,105,0.1351351351351351
a,a,SMAC,nn-146818,0.03,12.0,112.0,,,105,0.081081081081081
a,a,HABO,nn-146818,0.02,60.0,112.0,,,105,0.054054054054054
a,a,BOHB,nn-146818,0.03,340.0,32.345679012345656,,,105,0.1348014681348014
a,a,irace,nn-146818,0.03,30.0,112.0,,,105,0.081081081081081
g,a,SA,nn-146818,0.03,3.0,112.0,,,105,0.054054054054054
a,a,DEHB,nn-146818,0.03,341.0,34.85185185185182,,,105,0.2172172172172172
g,s,PSO,deeparch,1.045419693,95.0,202.0,,,105,1.0
g,s,RandomSearch,deeparch,1.056939363,175.0,253.0,,,105,0.72
s,s,SWAY,deeparch,2.504122257,12.0,253.0,,,105,0.48
g,s,BO,deeparch,18.39391494,25.0,205.0,,,105,1.0
g,s,ACO,deeparch,1.045419693,99.0,134.0,,,105,0.4
g,s,DE,deeparch,1.051483631,46.0,253.0,,,105,0.44
g,s,HillClimbing,deeparch,1.045419693,27.0,38.0,,,105,0.32
s,s,BOCA,deeparch,1.076675415,50.0,63.0,,,105,0.24
s,s,FLASH,deeparch,1.045173168,34.0,253.0,,,105,0.72
s,s,ConEx,deeparch,1.045173168,210.0,253.0,,,105,0.72
s,s,BestConfig,deeparch,1.056939363,175.0,253.0,,,105,0.72
s,s,ResTune,deeparch,12.76969004,6.0,207.0,,,105,0.24
s,s,OtterTune,deeparch,1.045173168,111.0,253.0,,,105,0.28
g,s,CMAES,deeparch,1.045173168,201.0,217.0,,,105,0.2
s,s,ATConf,deeparch,1.045419693,245.0,253.0,,,105,0.32
g,s,SA,deeparch,1.050911665,247.0,253.0,,,105,0.76
g,s,GA,deeparch,1.045173168,54.0,252.0,,,105,0.48
s,s,PromiseTune,deeparch,1.045173168,103.0,253.0,,,105,0.24
s,s,ROBOTune,deeparch,1.045173168,242.0,253.0,,,105,0.68
s,s,Tuneful,deeparch,1.051483631,30.0,44.0,,,105,0.16
g,s,ES,deeparch,1.045173168,124.0,253.0,,,105,0.44
s,s,BestConfig,hipacc,21.214,218.0,287.0,,,105,13.444444444444445
g,s,CMAES,hipacc,21.173,276.0,287.0,,,105,0.4444444444444444
s,s,ATConf,hipacc,21.178,155.0,287.0,,,105,3.6666666666666665
g,s,DE,hipacc,21.181,184.0,287.0,,,105,3.4444444444444446
s,s,OtterTune,hipacc,21.215,198.0,287.0,,,105,1.8888888888888888
g,s,RandomSearch,hipacc,21.214,212.0,287.0,,,105,2.4444444444444446
s,s,ConEx,hipacc,21.185,213.0,287.0,,,105,2.4444444444444446
g,s,SA,hipacc,21.214,197.0,287.0,,,105,6.888888888888889
s,s,FLASH,hipacc,21.181,190.0,287.0,,,105,2.4444444444444446
s,s,ResTune,hipacc,21.268,78.0,287.0,,,105,6.333333333333333
s,s,SWAY,hipacc,21.181,128.0,287.0,,,105,1.0
g,s,ES,hipacc,21.178,254.0,287.0,,,105,3.111111111111111
s,s,BOCA,hipacc,21.178,99.0,287.0,,,105,6.444444444444445
g,s,HillClimbing,hipacc,21.221,8.0,29.0,,,105,0.6666666666666666
s,s,PromiseTune,hipacc,21.178,225.0,287.0,,,105,2.7777777777777777
g,s,PSO,hipacc,21.181,73.0,238.0,,,105,1.3333333333333333
g,s,ACO,hipacc,21.228,150.0,170.0,,,105,1.8888888888888888
s,s,ROBOTune,hipacc,21.226,238.0,287.0,,,105,1.1111111111111112
g,s,BO,hipacc,21.188,111.0,287.0,,,105,6.222222222222222
s,s,Tuneful,hipacc,21.515,9.0,221.0,,,105,1.0
g,s,GA,hipacc,21.215,222.0,286.0,,,105,3.7777777777777777
s,s,ROBOTune,nginx,9.84140000000002,249.0,261.0,,,121,0.6379310344827587
s,s,BestConfig,nginx,0.8729999999999905,55.0,261.0,,,121,0.2068965517241379
s,s,ConEx,nginx,0.622600000000034,207.0,261.0,,,121,0.0517241379310344
g,s,PSO,nginx,0.0,187.0,215.0,,,121,0.0517241379310344
s,s,FLASH,nginx,0.0,50.0,261.0,,,121,0.0517241379310344
s,s,Tuneful,nginx,20.459600000000023,18.0,67.0,,,121,0.3103448275862069
g,s,SA,nginx,9.815800000000024,39.0,92.0,,,121,0.6206896551724138
g,s,ES,nginx,0.0,234.0,261.0,,,121,0.0517241379310344
g,s,GA,nginx,3.197400000000016,110.0,260.0,,,121,0.0517241379310344
g,s,RandomSearch,nginx,0.8729999999999905,55.0,261.0,,,121,0.0517241379310344
g,s,ACO,nginx,2.4635999999999854,73.0,114.0,,,121,0.1206896551724138
g,s,BO,nginx,26.3732,3.0,261.0,,,121,0.0517241379310344
s,s,BOCA,nginx,8.037599999999998,29.0,199.0,,,121,0.0517241379310344
s,s,ATConf,nginx,1.7121999999999955,165.0,261.0,,,121,0.0517241379310344
g,s,DE,nginx,10.078399999999988,166.0,261.0,,,121,0.0517241379310344
g,s,CMAES,nginx,1.432799999999986,49.0,230.0,,,121,0.3448275862068966
s,s,PromiseTune,nginx,0.0,64.0,261.0,,,121,0.0344827586206896
g,s,HillClimbing,nginx,9.358000000000004,26.0,38.0,,,121,0.3620689655172414
s,s,SWAY,nginx,55.38819999999998,58.0,261.0,,,121,1.0
s,s,OtterTune,nginx,2.585800000000006,74.0,261.0,,,121,0.0517241379310344
s,s,ResTune,nginx,18.675400000000025,2.0,261.0,,,121,0.0344827586206896
g,a,RandomSearch,nn-31,0.03,8.0,194.0,,,121,5.0
g,a,GA,nn-31,0.02,69.0,193.0,,,121,5.0
g,a,HillClimbing,nn-31,0.04,19.0,52.0,,,121,11.0
a,a,UQGuided,nn-31,0.03,35.0,194.0,,,121,5.0
a,a,SMAC,nn-31,0.03,10.0,194.0,,,121,2.0
g,a,PSO,nn-31,0.03,8.0,148.0,,,121,5.0
a,a,Hyperband,nn-31,0.02,1478.0,162.44444444444554,,,121,5.000000000000002
a,a,HEBO,nn-31,0.02,98.0,194.0,,,121,2.0
a,a,GGA,nn-31,0.03,13.0,194.0,,,121,6.0
g,a,ES,nn-31,0.02,149.0,194.0,,,121,5.0
g,a,ACO,nn-31,0.02,29.0,178.0,,,121,2.0
g,a,CMAES,nn-31,0.04,4.0,135.0,,,121,3.0
a,a,BOHB,nn-31,0.02,474.0,46.39506172839531,,,121,5.000000000000002
a,a,HABO,nn-31,0.02,188.0,194.0,,,121,3.0
g,a,BO,nn-31,0.03,8.0,194.0,,,121,5.0
g,a,SA,nn-31,0.03,35.0,194.0,,,121,11.0
g,a,DE,nn-31,0.03,8.0,194.0,,,121,5.0
a,a,irace,nn-31,0.02,126.0,194.0,,,121,2.0
a,a,ParamILS,nn-31,0.03,8.0,108.0,,,121,5.0
a,a,DEHB,nn-31,0.02,1698.0,177.3086419753113,,,121,5.000000000000002
g,s,BO,rs-6d-c3,84000.0,3.0,157.0,,,121,1.0
g,s,DE,rs-6d-c3,15000.0,117.0,340.0,,,121,1.0
g,s,GA,rs-6d-c3,9000.0,31.0,339.0,,,121,1.0
g,s,RandomSearch,rs-6d-c3,10000.0,32.0,340.0,,,121,1.0
g,s,SA,rs-6d-c3,17000.0,16.0,35.0,,,121,3.0
s,s,FLASH,rs-6d-c3,0.0,112.0,340.0,,,121,1.0
s,s,SWAY,rs-6d-c3,13000.0,328.0,340.0,,,121,22.666666666666668
s,s,ROBOTune,rs-6d-c3,7000.0,245.0,340.0,,,121,5.333333333333333
g,s,HillClimbing,rs-6d-c3,0.0,24.0,42.0,,,121,2.6666666666666665
s,s,Tuneful,rs-6d-c3,33000.0,8.0,340.0,,,121,2.6666666666666665
s,s,ConEx,rs-6d-c3,12000.0,73.0,340.0,,,121,1.0
s,s,ATConf,rs-6d-c3,7000.0,179.0,340.0,,,121,1.0
s,s,BOCA,rs-6d-c3,7000.0,71.0,340.0,,,121,1.0
s,s,OtterTune,rs-6d-c3,14000.0,220.0,340.0,,,121,1.0
g,s,ES,rs-6d-c3,0.0,130.0,340.0,,,121,1.0
g,s,PSO,rs-6d-c3,9000.0,47.0,238.0,,,121,1.0
g,s,CMAES,rs-6d-c3,21000.0,13.0,71.0,,,121,3.333333333333333
s,s,PromiseTune,rs-6d-c3,0.0,71.0,340.0,,,121,2.0
s,s,ResTune,rs-6d-c3,45000.0,9.0,178.0,,,121,3.0
g,s,ACO,rs-6d-c3,9000.0,77.0,161.0,,,121,1.6666666666666667
s,s,BestConfig,rs-6d-c3,10000.0,32.0,340.0,,,121,4.333333333333333
g,a,HillClimbing,nn-10101,0.02,11.0,48.0,,,121,0.6470588235294118
a,a,Hyperband,nn-10101,0.02,347.0,29.98765432098764,,,121,1.7639796659404492
a,a,BOHB,nn-10101,0.02,368.0,36.987654320987644,,,121,1.1176470588235297
a,a,GGA,nn-10101,0.01,18.0,206.0,,,121,0.1764705882352941
a,a,ParamILS,nn-10101,0.03,7.0,108.0,,,121,0.4117647058823529
g,a,CMAES,nn-10101,0.03,3.0,206.0,,,121,0.1764705882352941
a,a,SMAC,nn-10101,0.02,10.0,206.0,,,121,0.5882352941176471
a,a,UQGuided,nn-10101,0.02,191.0,206.0,,,121,1.8823529411764703
g,a,RandomSearch,nn-10101,0.02,159.0,206.0,,,121,0.4117647058823529
a,a,DEHB,nn-10101,0.02,330.0,28.962962962962944,,,121,1.7037037037037026
g,a,PSO,nn-10101,0.03,7.0,158.0,,,121,0.4117647058823529
g,a,BO,nn-10101,0.03,7.0,206.0,,,121,0.4117647058823529
g,a,SA,nn-10101,0.02,83.0,206.0,,,121,0.2941176470588235
a,a,HABO,nn-10101,0.02,84.0,161.0,,,121,2.117647058823529
g,a,GA,nn-10101,0.01,35.0,205.0,,,121,0.4117647058823529
g,a,ES,nn-10101,0.02,158.0,206.0,,,121,0.4117647058823529
g,a,ACO,nn-10101,0.02,71.0,206.0,,,121,0.2941176470588235
a,a,irace,nn-10101,0.01,57.0,178.0,,,121,0.2941176470588235
g,a,DE,nn-10101,0.02,37.0,206.0,,,121,0.4117647058823529
a,a,HEBO,nn-10101,0.03,15.0,206.0,,,121,0.8823529411764706
a,a,ParamILS,rf-146822,0.0099999999999998,16.0,67.0,,,121,0.6
g,a,PSO,rf-146822,0.0099999999999998,30.0,61.0,,,121,0.6
g,a,ES,rf-146822,0.0099999999999998,14.0,67.0,,,121,0.6
g,a,RandomSearch,rf-146822,0.0099999999999998,19.0,67.0,,,121,0.6
a,a,SMAC,rf-146822,0.0099999999999998,6.0,67.0,,,121,1.2
g,a,GA,rf-146822,0.0099999999999998,36.0,66.0,,,121,0.6
g,a,CMAES,rf-146822,0.0099999999999998,3.0,67.0,,,121,0.6
g,a,SA,rf-146822,0.0099999999999998,15.0,67.0,,,121,2.4
a,a,HABO,rf-146822,0.0199999999999999,5.0,67.0,,,121,1.0
a,a,Hyperband,rf-146822,0.0099999999999998,40.0,3.9296875,,,121,0.7859375
a,a,irace,rf-146822,0.0099999999999998,8.0,67.0,,,121,1.6
g,a,DE,rf-146822,0.0099999999999998,14.0,67.0,,,121,0.6
g,a,HillClimbing,rf-146822,0.0099999999999998,18.0,52.0,,,121,2.2
a,a,DEHB,rf-146822,0.0099999999999998,40.0,4.0,,,121,0.8
a,a,HEBO,rf-146822,0.0099999999999998,22.0,67.0,,,121,0.8
a,a,UQGuided,rf-146822,0.0099999999999998,10.0,67.0,,,121,0.6
a,a,BOHB,rf-146822,0.0099999999999998,169.0,33.69921875,,,121,0.7859375
a,a,GGA,rf-146822,0.0099999999999998,33.0,67.0,,,121,0.4
g,a,ACO,rf-146822,0.0099999999999998,8.0,67.0,,,121,1.6
g,a,BO,rf-146822,0.0199999999999999,3.0,67.0,,,121,0.6
a,a,ParamILS,xgboost-Covtype,0.0,30.0,95.0,,,121,2.25
g,a,ES,xgboost-Covtype,0.0,49.0,220.0,,,121,2.25
a,a,irace,xgboost-Covtype,0.0,69.0,192.0,,,121,16.0
g,a,CMAES,xgboost-Covtype,0.0,19.0,119.0,,,121,0.5
g,a,PSO,xgboost-Covtype,0.0,44.0,149.0,,,121,2.25
g,a,HillClimbing,xgboost-Covtype,0.0,26.0,36.0,,,121,2.75
a,a,BOHB,xgboost-Covtype,0.0,87.0,220.0,,,121,0.5
a,a,HEBO,xgboost-Covtype,0.0,21.0,220.0,,,121,3.0
a,a,Hyperband,xgboost-Covtype,0.0,77.0,220.0,,,121,0.5
g,a,DE,xgboost-Covtype,0.2294774199999949,95.0,220.0,,,121,2.25
a,a,SMAC,xgboost-Covtype,0.0,23.0,105.0,,,121,4.25
g,a,ACO,xgboost-Covtype,0.0625847499999991,35.0,56.0,,,121,7.0
g,a,SA,xgboost-Covtype,0.0,82.0,220.0,,,121,17.0
a,a,DEHB,xgboost-Covtype,0.0,105.0,220.0,,,121,4.0
g,a,GA,xgboost-Covtype,0.0,49.0,219.0,,,121,2.25
a,a,UQGuided,xgboost-Covtype,0.0,105.0,220.0,,,121,3.0
g,a,BO,xgboost-Covtype,1.0170021899999997,9.0,127.0,,,121,2.25
g,a,RandomSearch,xgboost-Covtype,0.0625847499999991,171.0,220.0,,,121,2.25
a,a,GGA,xgboost-Covtype,0.0,81.0,220.0,,,121,11.25
a,a,HABO,xgboost-Covtype,0.0,138.0,220.0,,,121,8.0
s,s,SWAY,jump3r,0.678,83.0,320.0,,,121,2.9642857142857144
g,s,ACO,jump3r,0.674,284.0,284.0,,,121,8.678571428571429
s,s,ResTune,jump3r,0.614,147.0,320.0,,,121,3.642857142857143
g,s,SA,jump3r,0.756,135.0,320.0,,,121,4.821428571428571
s,s,OtterTune,jump3r,0.614,56.0,320.0,,,121,1.7857142857142858
g,s,RandomSearch,jump3r,0.672,127.0,320.0,,,121,0.3214285714285714
g,s,HillClimbing,jump3r,0.794,28.0,40.0,,,121,1.0
s,s,BestConfig,jump3r,0.672,127.0,320.0,,,121,0.3214285714285714
s,s,Tuneful,jump3r,0.72,74.0,138.0,,,121,2.642857142857143
g,s,ES,jump3r,0.596,79.0,320.0,,,121,0.3214285714285714
s,s,ConEx,jump3r,0.646,217.0,320.0,,,121,0.3214285714285714
s,s,FLASH,jump3r,0.604,269.0,320.0,,,121,0.3214285714285714
g,s,GA,jump3r,0.678,250.0,319.0,,,121,0.3214285714285714
s,s,PromiseTune,jump3r,0.596,157.0,320.0,,,121,1.0357142857142858
g,s,CMAES,jump3r,0.676,136.0,320.0,,,121,4.285714285714286
g,s,DE,jump3r,0.7,130.0,320.0,,,121,0.3214285714285714
s,s,ATConf,jump3r,0.646,305.0,320.0,,,121,0.8571428571428571
g,s,BO,jump3r,0.748,9.0,320.0,,,121,0.3214285714285714
s,s,BOCA,jump3r,0.604,31.0,320.0,,,121,1.1071428571428572
s,s,ROBOTune,jump3r,0.646,103.0,320.0,,,121,3.678571428571429
g,s,PSO,jump3r,0.596,50.0,247.0,,,121,0.3214285714285714
g,a,HillClimbing,xgb-146821,0.01,5.0,39.0,,,121,2.5
a,a,HABO,xgb-146821,0.01,10.0,165.0,,,121,2.5
a,a,GGA,xgb-146821,0.01,7.0,178.0,,,121,3.5
a,a,BOHB,xgb-146821,0.01,40.0,3.9970000000000008,,,121,1.9985000000000004
g,a,SA,xgb-146821,0.01,4.0,178.0,,,121,2.0
g,a,DE,xgb-146821,0.01,24.0,178.0,,,121,1.0
a,a,ParamILS,xgb-146821,0.01,12.0,71.0,,,121,1.0
g,a,ACO,xgb-146821,0.0,24.0,28.0,,,121,4.0
g,a,BO,xgb-146821,0.02,2.0,178.0,,,121,1.0
g,a,RandomSearch,xgb-146821,0.0,85.0,178.0,,,121,1.0
g,a,ES,xgb-146821,0.0,57.0,178.0,,,121,1.0
a,a,DEHB,xgb-146821,0.01,40.0,4.0,,,121,2.0
a,a,Hyperband,xgb-146821,0.0,577.0,132.19700000000066,,,121,1.9985000000000004
g,a,CMAES,xgb-146821,0.01,6.0,91.0,,,121,1.0
a,a,SMAC,xgb-146821,0.01,3.0,178.0,,,121,1.5
g,a,PSO,xgb-146821,0.01,11.0,124.0,,,121,1.0
a,a,UQGuided,xgb-146821,0.01,13.0,178.0,,,121,1.0
g,a,GA,xgb-146821,0.01,28.0,177.0,,,121,1.0
a,a,irace,xgb-146821,0.0,81.0,168.0,,,121,4.0
a,a,HEBO,xgb-146821,0.01,5.0,178.0,,,121,2.5
g,a,RandomSearch,rf-146212,0.0,50.0,141.0,,,121,2.0
g,a,HillClimbing,rf-146212,0.0,24.0,56.0,,,121,7.0
g,a,DE,rf-146212,0.0,35.0,141.0,,,121,2.0
a,a,Hyperband,rf-146212,0.0,105.0,18.83203125,,,121,3.9296875
a,a,HEBO,rf-146212,0.0,24.0,141.0,,,121,4.0
g,a,GA,rf-146212,0.0,36.0,140.0,,,121,2.0
a,a,BOHB,rf-146212,0.0,232.0,48.45703125,,,121,3.9296875
a,a,DEHB,rf-146212,0.0,357.0,77.07407407407433,,,121,4.0
g,a,ES,rf-146212,0.0,32.0,141.0,,,121,2.0
g,a,ACO,rf-146212,0.0,9.0,10.0,,,121,2.0
g,a,PSO,rf-146212,0.0,113.0,122.0,,,121,2.0
a,a,GGA,rf-146212,0.0,63.0,141.0,,,121,2.0
a,a,ParamILS,rf-146212,0.0,31.0,88.0,,,121,2.0
a,a,irace,rf-146212,0.0,9.0,132.0,,,121,2.0
g,a,SA,rf-146212,0.0,60.0,141.0,,,121,12.0
a,a,HABO,rf-146212,0.0,81.0,141.0,,,121,4.0
g,a,CMAES,rf-146212,0.0,3.0,141.0,,,121,2.0
a,a,SMAC,rf-146212,0.0,9.0,141.0,,,121,2.0
a,a,UQGuided,rf-146212,0.0,24.0,141.0,,,121,2.0
g,a,BO,rf-146212,0.14,6.0,141.0,,,121,2.0
s,s,ConEx,HSQLDB,53705.0,213.0,281.0,,,121,0.5384615384615384
g,s,RandomSearch,HSQLDB,53883.0,14.0,281.0,,,121,0.5384615384615384
g,s,GA,HSQLDB,53681.4,206.0,280.0,,,121,0.6153846153846154
g,s,ES,HSQLDB,53462.4,265.0,281.0,,,121,0.6923076923076923
g,s,PSO,HSQLDB,53462.4,147.0,223.0,,,121,1.1538461538461535
s,s,Tuneful,HSQLDB,54014.6,118.0,203.0,,,121,0.5769230769230769
s,s,ROBOTune,HSQLDB,53856.8,6.0,281.0,,,121,0.2307692307692307
s,s,OtterTune,HSQLDB,53608.0,55.0,281.0,,,121,0.6538461538461539
g,s,CMAES,HSQLDB,53667.0,215.0,281.0,,,121,0.3846153846153846
s,s,ATConf,HSQLDB,53462.4,98.0,281.0,,,121,0.7692307692307693
s,s,FLASH,HSQLDB,53462.4,219.0,281.0,,,121,0.5384615384615384
g,s,SA,HSQLDB,53961.4,32.0,56.0,,,121,1.0769230769230769
s,s,BOCA,HSQLDB,53787.2,256.0,281.0,,,121,2.1538461538461537
g,s,HillClimbing,HSQLDB,54271.4,26.0,46.0,,,121,1.0
s,s,BestConfig,HSQLDB,53883.0,14.0,281.0,,,121,0.5384615384615384
s,s,SWAY,HSQLDB,53674.6,98.0,281.0,,,121,1.0384615384615383
g,s,BO,HSQLDB,53462.4,204.0,281.0,,,121,1.2307692307692308
s,s,ResTune,HSQLDB,53462.4,210.0,281.0,,,121,0.2692307692307692
g,s,DE,HSQLDB,53705.0,96.0,281.0,,,121,3.692307692307693
g,s,ACO,HSQLDB,53827.2,2.0,281.0,,,121,0.0769230769230769
s,s,PromiseTune,HSQLDB,53860.8,21.0,281.0,,,121,0.5769230769230769
a,a,ParamILS,xgb-3917,0.01,2.0,65.0,,,121,0.5
g,a,RandomSearch,xgb-3917,0.01,2.0,201.0,,,121,0.5
a,a,UQGuided,xgb-3917,0.01,2.0,201.0,,,121,0.5
g,a,BO,xgb-3917,0.01,2.0,201.0,,,121,0.5
a,a,SMAC,xgb-3917,0.0,29.0,201.0,,,121,0.75
g,a,GA,xgb-3917,0.0,71.0,200.0,,,121,0.5
a,a,BOHB,xgb-3917,0.0,252.0,58.26899999999985,,,121,0.9992500000000002
a,a,DEHB,xgb-3917,0.01,52.0,6.962962962962959,,,121,0.9907407407407408
g,a,ES,xgb-3917,0.01,2.0,201.0,,,121,0.5
g,a,SA,xgb-3917,0.01,57.0,201.0,,,121,0.5
a,a,GGA,xgb-3917,0.01,12.0,201.0,,,121,0.5
a,a,HEBO,xgb-3917,0.0,8.0,201.0,,,121,0.5
a,a,Hyperband,xgb-3917,0.0,118.0,21.988000000000024,,,121,0.9992500000000002
a,a,HABO,xgb-3917,0.01,4.0,122.0,,,121,1.0
g,a,PSO,xgb-3917,0.01,2.0,147.0,,,121,0.5
a,a,irace,xgb-3917,0.0,135.0,181.0,,,121,0.75
g,a,CMAES,xgb-3917,0.0,10.0,135.0,,,121,0.5
g,a,DE,xgb-3917,0.0,109.0,201.0,,,121,0.5
g,a,ACO,xgb-3917,0.01,4.0,97.0,,,121,0.75
g,a,HillClimbing,xgb-3917,0.01,3.0,37.0,,,121,0.5
g,a,RandomSearch,xgb-146822,0.0099999999999998,2.0,177.0,,,121,0.5
a,a,DEHB,xgb-146822,0.0,794.0,172.81481481481572,,,121,1.749999999999999
a,a,UQGuided,xgb-146822,0.0099999999999998,2.0,177.0,,,121,0.5
g,a,ES,xgb-146822,0.0099999999999998,2.0,177.0,,,121,0.5
a,a,ParamILS,xgb-146822,0.0099999999999998,2.0,65.0,,,121,0.5
g,a,DE,xgb-146822,0.0,52.0,177.0,,,121,0.5
g,a,CMAES,xgb-146822,0.0099999999999998,2.0,177.0,,,121,0.5
g,a,BO,xgb-146822,0.0099999999999998,2.0,177.0,,,121,0.5
a,a,BOHB,xgb-146822,0.0099999999999998,40.0,3.9970000000000008,,,121,0.9992500000000002
g,a,SA,xgb-146822,0.0099999999999998,4.0,177.0,,,121,1.0
a,a,GGA,xgb-146822,0.0099999999999998,2.0,177.0,,,121,0.5
a,a,SMAC,xgb-146822,0.0,22.0,177.0,,,121,0.5
a,a,HEBO,xgb-146822,0.0099999999999998,1.0,177.0,,,121,0.5
g,a,HillClimbing,xgb-146822,0.0099999999999998,3.0,37.0,,,121,0.75
g,a,GA,xgb-146822,0.0099999999999998,2.0,176.0,,,121,0.5
a,a,Hyperband,xgb-146822,0.0099999999999998,40.0,3.9970000000000008,,,121,0.9992500000000002
g,a,PSO,xgb-146822,0.0099999999999998,2.0,131.0,,,121,0.5
a,a,irace,xgb-146822,0.0099999999999998,1.0,149.0,,,121,0.5
a,a,HABO,xgb-146822,0.0099999999999998,1.0,71.0,,,121,0.5
g,a,ACO,xgb-146822,0.0099999999999998,1.0,177.0,,,121,0.5
g,s,SA,javagc,424.5,64.0,196.0,,,121,0.0347490347490347
g,s,DE,javagc,407.5,72.0,343.0,,,121,0.0772200772200772
s,s,FLASH,javagc,403.0,88.0,343.0,,,121,0.0424710424710424
s,s,BestConfig,javagc,399.5,194.0,343.0,,,121,0.0579150579150579
g,s,HillClimbing,javagc,475.5,21.0,36.0,,,121,0.0579150579150579
s,s,OtterTune,javagc,401.0,246.0,343.0,,,121,0.0463320463320463
s,s,ResTune,javagc,402.5,29.0,343.0,,,121,0.0386100386100386
s,s,ROBOTune,javagc,402.5,137.0,343.0,,,121,0.1698841698841698
g,s,CMAES,javagc,402.5,167.0,343.0,,,121,0.0579150579150579
g,s,RandomSearch,javagc,399.5,194.0,343.0,,,121,0.0424710424710424
g,s,GA,javagc,402.5,179.0,342.0,,,121,0.0424710424710424
g,s,ES,javagc,400.5,150.0,343.0,,,121,0.0772200772200772
g,s,ACO,javagc,399.5,292.0,308.0,,,121,0.081081081081081
s,s,PromiseTune,javagc,399.5,226.0,343.0,,,121,0.054054054054054
g,s,BO,javagc,404.5,159.0,343.0,,,121,0.054054054054054
s,s,ConEx,javagc,399.5,210.0,343.0,,,121,0.0424710424710424
g,s,PSO,javagc,402.5,24.0,189.0,,,121,0.0501930501930501
s,s,ATConf,javagc,402.5,248.0,343.0,,,121,0.1119691119691119
s,s,SWAY,javagc,381.0,313.0,343.0,,,121,0.0077220077220077
s,s,Tuneful,javagc,404.5,7.0,98.0,,,121,0.027027027027027
s,s,BOCA,javagc,402.5,194.0,343.0,,,121,0.0386100386100386
g,s,CMAES,LLVM,52285.4,120.0,240.0,,,121,1.2352941176470589
s,s,SWAY,LLVM,57860.0,264.0,290.0,,,121,0.1176470588235294
g,s,RandomSearch,LLVM,54172.6,122.0,290.0,,,121,0.9411764705882352
g,s,BO,LLVM,57976.2,30.0,290.0,,,121,1.7058823529411764
g,s,GA,LLVM,56026.8,24.0,289.0,,,121,1.1764705882352942
s,s,BestConfig,LLVM,54172.6,122.0,290.0,,,121,0.9411764705882352
g,s,ACO,LLVM,56412.8,66.0,290.0,,,121,1.9411764705882355
s,s,ResTune,LLVM,62095.0,17.0,290.0,,,121,1.0
s,s,ATConf,LLVM,53756.2,79.0,290.0,,,121,0.4117647058823529
s,s,ROBOTune,LLVM,56378.8,101.0,290.0,,,121,0.5294117647058824
g,s,SA,LLVM,52285.4,42.0,68.0,,,121,0.7647058823529411
s,s,PromiseTune,LLVM,52285.4,82.0,290.0,,,121,1.2941176470588236
g,s,HillClimbing,LLVM,52285.4,38.0,52.0,,,121,1.1176470588235294
s,s,ConEx,LLVM,52285.4,221.0,290.0,,,121,0.9411764705882352
s,s,FLASH,LLVM,53429.4,232.0,290.0,,,121,0.9411764705882352
g,s,ES,LLVM,52285.4,187.0,290.0,,,121,0.7647058823529411
g,s,PSO,LLVM,52285.4,124.0,277.0,,,121,1.9411764705882355
g,s,DE,LLVM,59942.0,271.0,290.0,,,121,0.8823529411764706
s,s,OtterTune,LLVM,52324.8,200.0,290.0,,,121,0.4705882352941176
s,s,Tuneful,LLVM,52285.4,40.0,52.0,,,121,0.7058823529411765
s,s,BOCA,LLVM,52285.4,191.0,290.0,,,121,0.3529411764705882
s,s,PromiseTune,7z,4215.8,248.0,308.0,,,121,0.0588235294117647
g,s,ACO,7z,4325.0,300.0,308.0,,,121,0.3235294117647059
