optimizer_name,avg_rank,rank_std,problem_count
HEBO,1.87,2.0,15
SMAC,2.07,1.22,15
FLASH,2.33,1.29,15
DEHB,2.33,1.29,15
irace,3.07,1.28,15
OtterTune,3.6,2.03,15
PromiseTune,4.0,3.36,15
ConEx,4.0,1.93,15
ATConf,4.2,2.46,15
UQGuided,4.87,2.77,15
ROBOTune,4.87,2.83,15
BOHB,5.27,3.41,15
Hyperband,5.67,3.56,15
ParamILS,5.73,2.46,15
SWAY,6.0,3.59,15
GGA,6.0,3.63,15
Tuneful,6.13,4.72,15
BestConfig,6.2,3.51,15
BOCA,6.33,3.33,15
HABO,6.73,3.61,15
ResTune,8.13,3.54,15
