optimizer_name,avg_rank,rank_std,problem_count
ATConf,1.0,0.0,2
OtterTune,1.0,0.0,2
HEBO,2.0,1.41,2
ConEx,2.5,0.71,2
FLASH,3.0,2.83,2
DEHB,3.0,1.41,2
irace,3.0,1.41,2
PromiseTune,3.0,0.0,2
SMAC,4.0,0.0,2
UQGuided,4.5,0.71,2
ROBOTune,4.5,0.71,2
BOHB,6.0,1.41,2
BestConfig,6.0,1.41,2
Hyperband,6.5,0.71,2
GGA,6.5,0.71,2
BOCA,7.0,0.0,2
Tuneful,7.0,1.41,2
HABO,7.5,2.12,2
ParamILS,8.0,1.41,2
SWAY,8.5,0.71,2
ResTune,10.0,0.0,2
