optimizer_name,avg_rank,rank_std,problem_count
SMAC,1.4,0.89,5
ATConf,1.8,0.84,5
HEBO,2.0,1.0,5
FLASH,2.2,1.1,5
DEHB,3.8,1.48,5
OtterTune,4.2,2.05,5
irace,4.2,0.84,5
PromiseTune,4.4,2.7,5
ConEx,4.6,1.14,5
UQGuided,6.4,2.88,5
BOHB,6.8,2.28,5
Hyperband,7.8,1.92,5
ROBOTune,7.8,1.79,5
BOCA,7.8,1.79,5
BestConfig,8.6,2.07,5
GGA,8.8,1.3,5
HABO,8.8,2.17,5
SWAY,9.0,3.39,5
ParamILS,9.6,3.05,5
Tuneful,10.2,4.09,5
ResTune,10.6,1.95,5
