optimizer_name,avg_rank,rank_std,problem_count
FLASH,2.44,1.33,9
irace,2.89,1.45,9
HEBO,2.89,1.83,9
DEHB,3.11,2.03,9
OtterTune,3.22,2.17,9
SMAC,3.33,3.16,9
ATConf,3.33,1.66,9
ConEx,3.56,2.13,9
PromiseTune,4.0,3.0,9
UQGuided,4.78,2.28,9
ROBOTune,5.89,3.76,9
HABO,6.11,3.26,9
GGA,6.22,2.22,9
Hyperband,6.33,2.18,9
SWAY,6.33,3.46,9
BOHB,6.44,3.0,9
BOCA,6.56,3.36,9
BestConfig,6.67,2.45,9
ParamILS,7.33,3.16,9
Tuneful,7.33,3.57,9
ResTune,7.56,2.96,9
