optimizer_name,avg_rank,rank_std,problem_count
ATConf,2.33,0.58,3
OtterTune,3.0,1.73,3
FLASH,3.0,0.0,3
UQGuided,3.0,1.0,3
irace,3.0,0.0,3
HEBO,3.67,3.06,3
DEHB,3.67,0.58,3
ConEx,3.67,1.53,3
PromiseTune,5.0,3.46,3
SMAC,5.0,5.29,3
BOHB,5.33,1.53,3
ROBOTune,5.33,1.53,3
BestConfig,6.0,1.0,3
Hyperband,6.33,0.58,3
GGA,7.33,1.15,3
SWAY,7.67,5.86,3
BOCA,7.67,1.53,3
HABO,8.33,0.58,3
ParamILS,9.33,2.08,3
Tuneful,10.0,1.73,3
ResTune,10.33,2.52,3
