optimizer_name,avg_rank,rank_std,problem_count
FLASH,1.25,0.5,4
PromiseTune,1.25,0.5,4
HEBO,2.5,2.38,4
DEHB,2.75,0.5,4
irace,3.0,1.15,4
ATConf,4.0,1.41,4
ConEx,4.0,0.82,4
UQGuided,4.5,2.89,4
OtterTune,5.0,2.94,4
SMAC,5.75,3.77,4
ParamILS,6.0,2.94,4
HABO,6.25,2.63,4
BOHB,6.25,2.36,4
ROBOTune,6.75,3.1,4
GGA,6.75,1.5,4
BestConfig,7.0,1.41,4
Hyperband,7.75,2.22,4
SWAY,8.25,2.99,4
BOCA,8.5,1.73,4
Tuneful,10.0,2.45,4
ResTune,11.0,2.45,4
