optimizer_name,avg_rank,rank_std,problem_count
Tuneful,1.05,0.23,19
HEBO,1.21,0.71,19
OtterTune,1.26,0.56,19
FLASH,1.32,0.75,19
DEHB,1.47,1.02,19
PromiseTune,1.58,1.3,19
ROBOTune,1.68,1.16,19
SMAC,1.84,1.5,19
ATConf,1.84,1.21,19
irace,2.26,1.56,19
ConEx,2.58,1.64,19
BOHB,2.79,2.07,19
Hyperband,3.0,2.08,19
ParamILS,3.32,1.97,19
UQGuided,3.74,2.26,19
GGA,3.84,2.52,19
BestConfig,3.95,2.57,19
HABO,4.37,2.56,19
ResTune,5.47,2.95,19
BOCA,5.89,2.49,19
SWAY,6.68,2.69,19
