optimizer_name,avg_rank,rank_std,problem_count
FLASH,1.31,0.48,13
ATConf,1.85,0.99,13
HEBO,1.92,1.61,13
OtterTune,2.08,1.44,13
PromiseTune,2.23,2.24,13
DEHB,2.31,1.84,13
ROBOTune,2.46,1.33,13
BestConfig,2.54,1.45,13
GGA,2.54,1.45,13
Tuneful,2.54,2.3,13
ConEx,2.62,1.45,13
irace,2.62,1.39,13
Hyperband,2.62,1.71,13
BOHB,2.69,1.6,13
UQGuided,2.85,1.95,13
SMAC,2.92,2.18,13
ParamILS,3.77,2.17,13
HABO,3.92,1.75,13
BOCA,4.31,2.1,13
SWAY,5.08,1.71,13
ResTune,5.23,2.28,13
