optimizer_name,avg_rank,rank_std,problem_count
HEBO,2.25,2.5,4
FLASH,2.5,1.91,4
DEHB,2.75,1.71,4
Tuneful,4.0,3.16,4
OtterTune,4.25,2.22,4
ATConf,4.5,3.79,4
irace,4.5,3.11,4
HABO,4.5,3.11,4
BOCA,4.75,4.11,4
ROBOTune,4.75,3.4,4
SMAC,5.0,4.24,4
UQGuided,5.0,2.16,4
PromiseTune,5.25,4.19,4
ConEx,5.5,2.38,4
Hyperband,6.5,3.11,4
BOHB,7.0,2.16,4
GGA,7.25,2.06,4
BestConfig,7.75,1.5,4
ParamILS,7.75,3.1,4
SWAY,8.25,1.71,4
ResTune,8.25,4.19,4
