optimizer_name,avg_rank,rank_std,problem_count
DEHB,3.0,1.0,3
HEBO,3.0,1.0,3
ATConf,3.67,2.08,3
irace,4.0,1.0,3
SMAC,4.33,5.77,3
FLASH,4.33,2.89,3
ConEx,4.67,1.53,3
BOCA,6.67,2.89,3
UQGuided,7.0,3.61,3
PromiseTune,7.0,3.61,3
BOHB,7.33,0.58,3
GGA,7.33,1.53,3
OtterTune,7.33,2.52,3
Hyperband,8.33,0.58,3
ROBOTune,8.67,1.15,3
HABO,8.67,0.58,3
BestConfig,8.67,1.53,3
Tuneful,10.0,2.65,3
SWAY,10.67,1.15,3
ParamILS,11.33,0.58,3
ResTune,12.0,1.0,3
