optimizer_name,avg_rank,rank_std,problem_count
FLASH,1.5,0.71,2
SMAC,2.5,2.12,2
ATConf,3.0,2.83,2
PromiseTune,3.0,1.41,2
HEBO,3.0,1.41,2
ConEx,4.0,2.83,2
OtterTune,4.5,3.54,2
UQGuided,4.5,2.12,2
irace,5.0,1.41,2
DEHB,5.0,1.41,2
ROBOTune,5.5,3.54,2
Hyperband,5.5,3.54,2
BestConfig,5.5,3.54,2
BOHB,5.5,4.95,2
BOCA,6.5,4.95,2
GGA,7.0,2.83,2
ResTune,7.5,6.36,2
SWAY,8.0,5.66,2
HABO,8.0,0.0,2
ParamILS,8.5,0.71,2
Tuneful,9.0,2.83,2
