optimizer_name,avg_rank,rank_std,problem_count
ATConf,2.75,1.5,4
irace,3.0,1.41,4
HEBO,3.75,4.27,4
DEHB,4.0,1.83,4
FLASH,4.0,1.41,4
PromiseTune,4.25,5.19,4
SMAC,4.75,4.92,4
UQGuided,4.75,2.63,4
OtterTune,5.0,1.83,4
SWAY,5.5,3.87,4
Tuneful,5.75,5.68,4
ConEx,5.75,3.59,4
GGA,6.75,2.22,4
BOCA,7.0,4.62,4
BOHB,7.0,1.83,4
BestConfig,7.75,0.5,4
ParamILS,7.75,4.79,4
HABO,8.0,2.16,4
Hyperband,8.25,1.26,4
ROBOTune,9.0,1.63,4
ResTune,11.25,1.71,4
